onet_soc_code,task_id,task_statement
11-3051.00,43,"Coordinate or recommend procedures for facility or equipment maintenance or modification, including the replacement of machines."
11-3051.00,37,Initiate or coordinate inventory or cost control programs.
11-3051.00,45,Negotiate materials prices with suppliers.
11-3051.00,21332,Conduct site audits to ensure adherence to safety and environmental regulations.
11-3051.00,21333,Develop or enforce procedures for normal operation of manufacturing systems.
11-3051.00,21334,Implement operational and emergency procedures.
11-3051.00,21335,"Maintain records to demonstrate compliance with safety and environmental laws, regulations, or policies."
11-3051.00,21336,Monitor permit requirements for updates.
11-3051.00,21337,Optimize operational costs and productivity consistent with safety and environmental rules and regulations.
11-3051.00,21338,Prepare reports on operations and system productivity or efficiency.
11-3051.00,21339,Supervise subordinate employees.
11-3051.01,15405,Stop production if serious product defects are present.
11-3051.01,15415,Review and update standard operating procedures or quality assurance manuals.
11-3051.01,15430,Monitor performance of quality control systems to ensure effectiveness and efficiency.
11-3051.01,15414,Review quality documentation necessary for regulatory submissions and inspections.
11-3051.01,15428,Analyze quality control test results and provide feedback and interpretation to production management or staff.
11-3051.01,15413,"Verify that raw materials, purchased parts or components, in-process samples, and finished products meet established testing and inspection standards."
11-3051.01,15429,"Oversee workers including supervisors, inspectors, or laboratory workers engaged in testing activities."
11-3051.01,15431,Direct product testing activities throughout production cycles.
11-3051.01,15421,Instruct staff in quality control and analytical procedures.
11-3051.01,15424,"Direct the tracking of defects, test results, or other regularly reported quality control data."
11-3051.01,15417,Participate in the development of product specifications.
11-3051.01,15420,Identify quality problems or areas for improvement and recommend solutions.
11-3051.01,15411,Collect and analyze production samples to evaluate quality.
11-3051.01,15416,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends."
11-3051.01,15427,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors."
11-3051.01,15418,Monitor development of new products to help identify possible problems for mass production.
11-3051.01,15422,Identify critical points in the manufacturing process and specify sampling procedures to be used at these points.
11-3051.01,15425,Create and implement inspection and testing criteria or procedures.
11-3051.01,15423,"Document testing procedures, methodologies, or criteria."
11-3051.01,15407,"Review statistical studies, technological advances, or regulatory standards and trends to stay abreast of issues in the field of quality control."
11-3051.01,15410,"Coordinate the selection and implementation of quality control equipment, such as inspection gauges."
